score,text,casefolding_text,cleaning_text,slangword_text,tokenizing_text,stopword_text,final_text,label,text_length
5,"Alhamdulillah. Pengalaman ku install apk ini lancar"" aja. Cuma kendalanya .. ga langsung respon.. ya mungkin karena bukan hanya AQ SJ yg gabung dn berinteraksi dgn apk ini . Wjr sih ksitunya . Dn satu LG saya MSI bingung dlm mnjwb saat pertanyaan ku di respon","alhamdulillah. pengalaman ku install apk ini lancar"" aja. cuma kendalanya .. ga langsung respon.. ya mungkin karena bukan hanya aq sj yg gabung dn berinteraksi dgn apk ini . wjr sih ksitunya . dn satu lg saya msi bingung dlm mnjwb saat pertanyaan ku di respon",alhamdulillah pengalaman ku install apk ini lancar aja cuma kendalanya ga langsung respon ya mungkin karena bukan hanya aq sj yg gabung dn berinteraksi dgn apk ini wjr sih ksitunya dn satu lg saya msi bingung dlm mnjwb saat pertanyaan ku di respon,alhamdulillah pengalaman ku install aplikasi ini lancar aja cuma kendalanya tidak langsung respon ya mungkin karena bukan hanya saya sj yang gabung dn berinteraksi dgn aplikasi ini wjr sih ksitunya dn satu lg saya msi bingung dlm mnjwb saat pertanyaan ku di respon,"['alhamdulillah', 'pengalaman', 'ku', 'install', 'aplikasi', 'ini', 'lancar', 'aja', 'cuma', 'kendalanya', 'tidak', 'langsung', 'respon', 'ya', 'mungkin', 'karena', 'bukan', 'hanya', 'saya', 'sj', 'yang', 'gabung', 'dn', 'berinteraksi', 'dgn', 'aplikasi', 'ini', 'wjr', 'sih', 'ksitunya', 'dn', 'satu', 'lg', 'saya', 'msi', 'bingung', 'dlm', 'mnjwb', 'saat', 'pertanyaan', 'ku', 'di', 'respon']","['alhamdulillah', 'pengalaman', 'install', 'aplikasi', 'lancar', 'aja', 'kendalanya', 'tidak', 'langsung', 'respon', 'saya', 'sj', 'gabung', 'dn', 'berinteraksi', 'dgn', 'aplikasi', 'wjr', 'ksitunya', 'dn', 'lg', 'saya', 'msi', 'bingung', 'dlm', 'mnjwb', 'respon']",alhamdulillah pengalaman install aplikasi lancar aja kendalanya tidak langsung respon saya sj gabung dn berinteraksi dgn aplikasi wjr ksitunya dn lg saya msi bingung dlm mnjwb respon,positif,27
5,Sudah pernah melapor dan berhasil,sudah pernah melapor dan berhasil,sudah pernah melapor dan berhasil,sudah pernah melapor dan berhasil,"['sudah', 'pernah', 'melapor', 'dan', 'berhasil']","['melapor', 'berhasil']",melapor berhasil,positif,2
5,"Aplikasi keren. Terimakasih pemerintah Indonesia. Saya harap dengan adanya program ini, indonesia semakin maju !","aplikasi keren. terimakasih pemerintah indonesia. saya harap dengan adanya program ini, indonesia semakin maju !",aplikasi keren terimakasih pemerintah indonesia saya harap dengan adanya program ini indonesia semakin maju,aplikasi keren terimakasih pemerintah indonesia saya harap dengan adanya program ini indonesia semakin maju,"['aplikasi', 'keren', 'terimakasih', 'pemerintah', 'indonesia', 'saya', 'harap', 'dengan', 'adanya', 'program', 'ini', 'indonesia', 'semakin', 'maju']","['aplikasi', 'keren', 'terimakasih', 'pemerintah', 'indonesia', 'saya', 'harap', 'program', 'indonesia', 'maju']",aplikasi keren terimakasih pemerintah indonesia saya harap program indonesia maju,positif,10
5,Bagus semoga laporan2 yang sudah di sampaikan dapat perhatian besar dan di proses,bagus semoga laporan2 yang sudah di sampaikan dapat perhatian besar dan di proses,bagus semoga laporan yang sudah di sampaikan dapat perhatian besar dan di proses,bagus semoga laporan yang sudah di sampaikan dapat perhatian besar dan di proses,"['bagus', 'semoga', 'laporan', 'yang', 'sudah', 'di', 'sampaikan', 'dapat', 'perhatian', 'besar', 'dan', 'di', 'proses']","['bagus', 'semoga', 'laporan', 'dapat', 'perhatian', 'proses']",bagus semoga laporan dapat perhatian proses,positif,6
1,"Sebaiknya gunakan cara lain saja, aplikasi ini tidak menanggapi kaum kalangan bawah","sebaiknya gunakan cara lain saja, aplikasi ini tidak menanggapi kaum kalangan bawah",sebaiknya gunakan cara lain saja aplikasi ini tidak menanggapi kaum kalangan bawah,sebaiknya gunakan cara lain saja aplikasi ini tidak menanggapi kaum kalangan bawah,"['sebaiknya', 'gunakan', 'cara', 'lain', 'saja', 'aplikasi', 'ini', 'tidak', 'menanggapi', 'kaum', 'kalangan', 'bawah']","['aplikasi', 'tidak', 'menanggapi', 'kaum', 'kalangan']",aplikasi tidak menanggapi kaum kalangan,negatif,5
1,Aplikasi tidak berfungsi. Di daftar awal saja sudah error. Tidak berguna,aplikasi tidak berfungsi. di daftar awal saja sudah error. tidak berguna,aplikasi tidak berfungsi di daftar awal saja sudah error tidak berguna,aplikasi tidak berfungsi di daftar awal saja sudah error tidak berguna,"['aplikasi', 'tidak', 'berfungsi', 'di', 'daftar', 'awal', 'saja', 'sudah', 'error', 'tidak', 'berguna']","['aplikasi', 'tidak', 'berfungsi', 'daftar', 'error', 'tidak', 'berguna']",aplikasi tidak berfungsi daftar error tidak berguna,negatif,7
1,"Aplikasi tidak berguna, kirim laporan malah laporan mau dihapus alasan tidak lengkap dsbnya... jelas2 diakun ada Biodata lengkap kami yang melapor 😩","aplikasi tidak berguna, kirim laporan malah laporan mau dihapus alasan tidak lengkap dsbnya... jelas2 diakun ada biodata lengkap kami yang melapor 😩",aplikasi tidak berguna kirim laporan malah laporan mau dihapus alasan tidak lengkap dsbnya jelas diakun ada biodata lengkap kami yang melapor,aplikasi tidak berguna kirim laporan malah laporan mau dihapus alasan tidak lengkap dsbnya jelas diakun ada biodata lengkap kami yang melapor,"['aplikasi', 'tidak', 'berguna', 'kirim', 'laporan', 'malah', 'laporan', 'mau', 'dihapus', 'alasan', 'tidak', 'lengkap', 'dsbnya', 'jelas', 'diakun', 'ada', 'biodata', 'lengkap', 'kami', 'yang', 'melapor']","['aplikasi', 'tidak', 'berguna', 'kirim', 'laporan', 'laporan', 'dihapus', 'alasan', 'tidak', 'lengkap', 'dsbnya', 'jelas', 'diakun', 'ada', 'biodata', 'lengkap', 'kami', 'melapor']",aplikasi tidak berguna kirim laporan laporan dihapus alasan tidak lengkap dsbnya jelas diakun ada biodata lengkap kami melapor,negatif,18
5,laporan saya belum ada yang terjawab,laporan saya belum ada yang terjawab,laporan saya belum ada yang terjawab,laporan saya belum ada yang terjawab,"['laporan', 'saya', 'belum', 'ada', 'yang', 'terjawab']","['laporan', 'saya', 'ada', 'terjawab']",laporan saya ada terjawab,positif,4
3,laporan saya hilang dak ya? soal nya tiba2 laporan yang sudah dibuat dan ditindaklanjuti bisa di lanjutkannya,laporan saya hilang dak ya? soal nya tiba2 laporan yang sudah dibuat dan ditindaklanjuti bisa di lanjutkannya,laporan saya hilang dak ya soal nya tiba laporan yang sudah dibuat dan ditindaklanjuti bisa di lanjutkannya,laporan saya hilang tidak ya soal nya tiba laporan yang sudah dibuat dan ditindaklanjuti bisa di lanjutkannya,"['laporan', 'saya', 'hilang', 'tidak', 'ya', 'soal', 'nya', 'tiba', 'laporan', 'yang', 'sudah', 'dibuat', 'dan', 'ditindaklanjuti', 'bisa', 'di', 'lanjutkannya']","['laporan', 'saya', 'hilang', 'tidak', 'laporan', 'ditindaklanjuti', 'bisa', 'lanjutkannya']",laporan saya hilang tidak laporan ditindaklanjuti bisa lanjutkannya,netral,8
1,Error terus. Laporan pun tidak di tanggapi gmn negara ini bisa maju,error terus. laporan pun tidak di tanggapi gmn negara ini bisa maju,error terus laporan pun tidak di tanggapi gmn negara ini bisa maju,error terus laporan pun tidak di tanggapi bagaimana negara ini bisa maju,"['error', 'terus', 'laporan', 'pun', 'tidak', 'di', 'tanggapi', 'bagaimana', 'negara', 'ini', 'bisa', 'maju']","['error', 'laporan', 'tidak', 'tanggapi', 'negara', 'bisa', 'maju']",error laporan tidak tanggapi negara bisa maju,negatif,7
1,"Sebetulnya sangat berharap aplikasi ini bisa digunakan dengan baik, tapi masi internal server eror saja jika melapor. Tolong dong pak anggaran utk membangun aplikasi ini digunakan sebaik baiknya. Agar masyarakat bisa menyampaikan aspirasinya.","sebetulnya sangat berharap aplikasi ini bisa digunakan dengan baik, tapi masi internal server eror saja jika melapor. tolong dong pak anggaran utk membangun aplikasi ini digunakan sebaik baiknya. agar masyarakat bisa menyampaikan aspirasinya.",sebetulnya sangat berharap aplikasi ini bisa digunakan dengan baik tapi masi internal server eror saja jika melapor tolong dong pak anggaran utk membangun aplikasi ini digunakan sebaik baiknya agar masyarakat bisa menyampaikan aspirasinya,sebetulnya sangat berharap aplikasi ini bisa digunakan dengan baik tapi masih internal server error saja jika melapor tolong dong pak anggaran untuk membangun aplikasi ini digunakan sebaik baiknya agar masyarakat bisa menyampaikan aspirasinya,"['sebetulnya', 'sangat', 'berharap', 'aplikasi', 'ini', 'bisa', 'digunakan', 'dengan', 'baik', 'tapi', 'masih', 'internal', 'server', 'error', 'saja', 'jika', 'melapor', 'tolong', 'dong', 'pak', 'anggaran', 'untuk', 'membangun', 'aplikasi', 'ini', 'digunakan', 'sebaik', 'baiknya', 'agar', 'masyarakat', 'bisa', 'menyampaikan', 'aspirasinya']","['berharap', 'aplikasi', 'bisa', 'baik', 'internal', 'server', 'error', 'melapor', 'tolong', 'anggaran', 'membangun', 'aplikasi', 'baiknya', 'masyarakat', 'bisa', 'aspirasinya']",berharap aplikasi bisa baik internal server error melapor tolong anggaran membangun aplikasi baiknya masyarakat bisa aspirasinya,negatif,16
1,"klo kita lapor, nanti kita bakal d cari dan d tanya2 ga ya?","klo kita lapor, nanti kita bakal d cari dan d tanya2 ga ya?",klo kita lapor nanti kita bakal d cari dan d tanya ga ya,klo kita laporan nanti kita bakal d cari dan d tanya tidak ya,"['klo', 'kita', 'laporan', 'nanti', 'kita', 'bakal', 'd', 'cari', 'dan', 'd', 'tanya', 'tidak', 'ya']","['klo', 'laporan', 'cari', 'tidak']",klo laporan cari tidak,negatif,4
1,Aplikasi terlalu susah untuk pendaftaran dan registrasi nya mending tak hapus cari yang lain nya yang GK ribet 👎,aplikasi terlalu susah untuk pendaftaran dan registrasi nya mending tak hapus cari yang lain nya yang gk ribet 👎,aplikasi terlalu susah untuk pendaftaran dan registrasi nya mending tak hapus cari yang lain nya yang gk ribet,aplikasi terlalu susah untuk pendaftaran dan registrasi nya mending tak hapus cari yang lain nya yang tidak ribet,"['aplikasi', 'terlalu', 'susah', 'untuk', 'pendaftaran', 'dan', 'registrasi', 'nya', 'mending', 'tak', 'hapus', 'cari', 'yang', 'lain', 'nya', 'yang', 'tidak', 'ribet']","['aplikasi', 'susah', 'pendaftaran', 'registrasi', 'mending', 'hapus', 'cari', 'tidak', 'ribet']",aplikasi susah pendaftaran registrasi mending hapus cari tidak ribet,negatif,9
1,"Ternyata banyak yang tidak suka dengan Apk ini.. Puji Tuhan, makin numpuk sampah di-aplikasi..","ternyata banyak yang tidak suka dengan apk ini.. puji tuhan, makin numpuk sampah di-aplikasi..",ternyata banyak yang tidak suka dengan apk ini puji tuhan makin numpuk sampah diaplikasi,ternyata banyak yang tidak suka dengan aplikasi ini puji tuhan makin numpuk sampah diaplikasi,"['ternyata', 'banyak', 'yang', 'tidak', 'suka', 'dengan', 'aplikasi', 'ini', 'puji', 'tuhan', 'makin', 'numpuk', 'sampah', 'diaplikasi']","['tidak', 'suka', 'aplikasi', 'puji', 'tuhan', 'numpuk', 'sampah', 'diaplikasi']",tidak suka aplikasi puji tuhan numpuk sampah diaplikasi,negatif,8
1,"ini aplikasi formalitas buat ngabisin anggaran aja,dipake aja ga bisa,masyarakat diboongin terus! banyak yang mau melapor jadi ga bisa,dari tingkat rt aja udah korup ini!","ini aplikasi formalitas buat ngabisin anggaran aja,dipake aja ga bisa,masyarakat diboongin terus! banyak yang mau melapor jadi ga bisa,dari tingkat rt aja udah korup ini!",ini aplikasi formalitas buat ngabisin anggaran ajadipake aja ga bisamasyarakat diboongin terus banyak yang mau melapor jadi ga bisadari tingkat rt aja udah korup ini,ini aplikasi formalitas buat habiskan anggaran ajadipake aja tidak bisamasyarakat diboongin terus banyak yang mau melapor jadi tidak bisadari tingkat rt aja udah korup ini,"['ini', 'aplikasi', 'formalitas', 'buat', 'habiskan', 'anggaran', 'ajadipake', 'aja', 'tidak', 'bisamasyarakat', 'diboongin', 'terus', 'banyak', 'yang', 'mau', 'melapor', 'jadi', 'tidak', 'bisadari', 'tingkat', 'rt', 'aja', 'udah', 'korup', 'ini']","['aplikasi', 'formalitas', 'habiskan', 'anggaran', 'ajadipake', 'aja', 'tidak', 'bisamasyarakat', 'diboongin', 'melapor', 'tidak', 'bisadari', 'tingkat', 'rt', 'aja', 'udah', 'korup']",aplikasi formalitas habiskan anggaran ajadipake aja tidak bisamasyarakat diboongin melapor tidak bisadari tingkat rt aja udah korup,negatif,17
5,Is ok,is ok,is ok,is ok,"['is', 'ok']",['ok'],ok,positif,1
1,"Di sistem demokrasi kapitalisme ini, amanah itu formalitas dan mahal. Jadi wajar jika layanan ini hanya pajangan saja tanpa benar benar membantu rakyat","di sistem demokrasi kapitalisme ini, amanah itu formalitas dan mahal. jadi wajar jika layanan ini hanya pajangan saja tanpa benar benar membantu rakyat",di sistem demokrasi kapitalisme ini amanah itu formalitas dan mahal jadi wajar jika layanan ini hanya pajangan saja tanpa benar benar membantu rakyat,di sistem demokrasi kapitalisme ini amanah itu formalitas dan mahal jadi wajar jika layanan ini hanya pajangan saja tanpa benar benar membantu rakyat,"['di', 'sistem', 'demokrasi', 'kapitalisme', 'ini', 'amanah', 'itu', 'formalitas', 'dan', 'mahal', 'jadi', 'wajar', 'jika', 'layanan', 'ini', 'hanya', 'pajangan', 'saja', 'tanpa', 'benar', 'benar', 'membantu', 'rakyat']","['sistem', 'demokrasi', 'kapitalisme', 'amanah', 'formalitas', 'mahal', 'wajar', 'layanan', 'pajangan', 'tanpa', 'membantu', 'rakyat']",sistem demokrasi kapitalisme amanah formalitas mahal wajar layanan pajangan tanpa membantu rakyat,negatif,12
5,Luar biasa,luar biasa,luar biasa,luar biasa,"['luar', 'biasa']",[],,positif,0
1,Kebiasaan.. Aplikasi formalitas aja dr sekian banyak pengadaan proyek tampaknya.. ga bisa dipake apa2.. cuma tampilan aja.. login aja error.. gimana mau lapor,kebiasaan.. aplikasi formalitas aja dr sekian banyak pengadaan proyek tampaknya.. ga bisa dipake apa2.. cuma tampilan aja.. login aja error.. gimana mau lapor,kebiasaan aplikasi formalitas aja dr sekian banyak pengadaan proyek tampaknya ga bisa dipake apa cuma tampilan aja login aja error gimana mau lapor,kebiasaan aplikasi formalitas aja dr sekian banyak pengadaan proyek tampaknya tidak bisa dipake apa cuma tampilan aja login aja error gimana mau laporan,"['kebiasaan', 'aplikasi', 'formalitas', 'aja', 'dr', 'sekian', 'banyak', 'pengadaan', 'proyek', 'tampaknya', 'tidak', 'bisa', 'dipake', 'apa', 'cuma', 'tampilan', 'aja', 'login', 'aja', 'error', 'gimana', 'mau', 'laporan']","['kebiasaan', 'aplikasi', 'formalitas', 'aja', 'dr', 'sekian', 'pengadaan', 'proyek', 'tidak', 'bisa', 'dipake', 'tampilan', 'aja', 'login', 'aja', 'error', 'gimana', 'laporan']",kebiasaan aplikasi formalitas aja dr sekian pengadaan proyek tidak bisa dipake tampilan aja login aja error gimana laporan,negatif,18
5,Excellent,excellent,excellent,excellent,['excellent'],['excellent'],excellent,positif,1
1,Kenapa tidak dapat membuat pengaduan? Masalahnya tertulis internal server error. Bintang 1 sampai masalah ini diperbaiki.,kenapa tidak dapat membuat pengaduan? masalahnya tertulis internal server error. bintang 1 sampai masalah ini diperbaiki.,kenapa tidak dapat membuat pengaduan masalahnya tertulis internal server error bintang sampai masalah ini diperbaiki,kenapa tidak dapat membuat pengaduan masalahnya tertulis internal server error bintang sampai masalah ini diperbaiki,"['kenapa', 'tidak', 'dapat', 'membuat', 'pengaduan', 'masalahnya', 'tertulis', 'internal', 'server', 'error', 'bintang', 'sampai', 'masalah', 'ini', 'diperbaiki']","['tidak', 'dapat', 'pengaduan', 'tertulis', 'internal', 'server', 'error', 'bintang', 'diperbaiki']",tidak dapat pengaduan tertulis internal server error bintang diperbaiki,negatif,9
1,Tidak berfungsi dengan sebagaimana mestinya,tidak berfungsi dengan sebagaimana mestinya,tidak berfungsi dengan sebagaimana mestinya,tidak berfungsi dengan sebagaimana mestinya,"['tidak', 'berfungsi', 'dengan', 'sebagaimana', 'mestinya']","['tidak', 'berfungsi', 'mestinya']",tidak berfungsi mestinya,negatif,3
1,Kurang memuaskan RAKYAT🙃,kurang memuaskan rakyat🙃,kurang memuaskan rakyat,kurang memuaskan rakyat,"['kurang', 'memuaskan', 'rakyat']","['memuaskan', 'rakyat']",memuaskan rakyat,negatif,2
5,"hancur samsung a7 2018 saya , digunting on-off flexi nya dan setiap saya cari gantinya tidak ada sedangkan di samsung mahal","hancur samsung a7 2018 saya , digunting on-off flexi nya dan setiap saya cari gantinya tidak ada sedangkan di samsung mahal",hancur samsung a saya digunting onoff flexi nya dan setiap saya cari gantinya tidak ada sedangkan di samsung mahal,hancur samsung a saya digunting onoff flexi nya dan setiap saya cari gantinya tidak ada sedangkan di samsung mahal,"['hancur', 'samsung', 'a', 'saya', 'digunting', 'onoff', 'flexi', 'nya', 'dan', 'setiap', 'saya', 'cari', 'gantinya', 'tidak', 'ada', 'sedangkan', 'di', 'samsung', 'mahal']","['hancur', 'samsung', 'saya', 'digunting', 'onoff', 'flexi', 'saya', 'cari', 'gantinya', 'tidak', 'ada', 'samsung', 'mahal']",hancur samsung saya digunting onoff flexi saya cari gantinya tidak ada samsung mahal,positif,13
5,aplikasi bagus untuk mendukung masyarakat,aplikasi bagus untuk mendukung masyarakat,aplikasi bagus untuk mendukung masyarakat,aplikasi bagus untuk mendukung masyarakat,"['aplikasi', 'bagus', 'untuk', 'mendukung', 'masyarakat']","['aplikasi', 'bagus', 'mendukung', 'masyarakat']",aplikasi bagus mendukung masyarakat,positif,4
2,"Malah di arsipkan, cek ngak laporan saya??","malah di arsipkan, cek ngak laporan saya??",malah di arsipkan cek ngak laporan saya,malah di arsipkan cek tidak laporan saya,"['malah', 'di', 'arsipkan', 'cek', 'tidak', 'laporan', 'saya']","['arsipkan', 'cek', 'tidak', 'laporan', 'saya']",arsipkan cek tidak laporan saya,negatif,5
5,Tingkatkan trus min,tingkatkan trus min,tingkatkan trus min,tingkatkan trus min,"['tingkatkan', 'trus', 'min']","['tingkatkan', 'trus', 'min']",tingkatkan trus min,positif,3
1,"Tidak ada fungsinya. Ajuan hampir 2 bulan, tp tidak ada tindakan dari instansi terkait. Hapus aja nih sp4n. Gak fungsi","tidak ada fungsinya. ajuan hampir 2 bulan, tp tidak ada tindakan dari instansi terkait. hapus aja nih sp4n. gak fungsi",tidak ada fungsinya ajuan hampir bulan tp tidak ada tindakan dari instansi terkait hapus aja nih spn gak fungsi,tidak ada fungsinya ajuan hampir bulan tp tidak ada tindakan dari instansi terkait hapus aja nih spn tidak fungsi,"['tidak', 'ada', 'fungsinya', 'ajuan', 'hampir', 'bulan', 'tp', 'tidak', 'ada', 'tindakan', 'dari', 'instansi', 'terkait', 'hapus', 'aja', 'nih', 'spn', 'tidak', 'fungsi']","['tidak', 'ada', 'fungsinya', 'ajuan', 'tp', 'tidak', 'ada', 'tindakan', 'instansi', 'terkait', 'hapus', 'aja', 'spn', 'tidak', 'fungsi']",tidak ada fungsinya ajuan tp tidak ada tindakan instansi terkait hapus aja spn tidak fungsi,negatif,15
